Title,Market Cap,Fully Diluted Valuation,24 Hour Trading Vol,Circulating Supply,Total Supply,Max Supply
Moonwell,"$233,093,973","$394,086,497","$13,085,721","2,957,396,092","5,000,000,000","5,000,000,000"
Sonic Labs,"$2,075,977,504","$2,350,958,296","$329,256,147","2,803,634,836","3,175,000,000","3,175,000,000"
Ronin,"$548,919,770","$1,526,723,212","$27,645,196","359,541,118","1,000,000,000","1,000,000,000"
Lido,"$1,138,890,453","$1,271,475,363","$213,671,959","895,723,571","1,000,000,000","1,000,000,000"
LayerZero,"$412,058,410","$3,707,132,962","$151,566,696","111,152,854","1,000,000,000","1,000,000,000"
Surge
Flappy Bird
Trendies
Buz
superstring
Aerodrome,"$1,016,220,500","$2,021,238,743","$66,069,018","680,975,535","1,354,444,370",∞
Shardeum
Base
Shuffle.com
ENS,"$618,288,945","$1,864,248,569","$272,933,044","33,165,585","100,000,000","100,000,000"
Curve,"$331,356,072","$595,893,728","$120,493,465","1,217,860,260","2,190,137,291","3,303,030,299"
The Open Network,"$13,331,019,377","$26,789,369,028","$572,256,166","2,545,293,538","5,114,898,264",∞
AAVE,"$2,912,351,046","$3,111,550,698","$493,263,228","14,975,689","16,000,000","16,000,000"
Rarible,"$23,038,333","$49,742,190","$2,992,057","11,578,870","25,000,000","25,000,000"
Pichi Finance
Karate Combat
Uniswap,"$5,398,599,305","$8,991,295,570","$416,193,463","600,425,074","1,000,000,000","1,000,000,000"
io.net
Rodeo
Any Inu
Lyvely
Anthropic
Foundation
Bitcoin,"$1,508,785,907,500","$1,601,843,235,890","$30,032,405,900","19,780,028","21,000,000","21,000,000"
HEX
Soneium
SOLANA,"$93,801,595,270","$116,955,438,739","$3,980,743,355","471,661,351","588,085,523",∞
Arweave,"$1,196,087,566","$1,196,087,566","$144,111,218","65,454,186","65,454,186","66,000,000"
ink
Axie Infinity,"$785,879,096","$1,385,851,144","$60,748,405","153,109,774","270,000,000","270,000,000"
Orderly Network,"$36,555,728","$182,409,765","$64,751,827","200,404,444","1,000,000,000","1,000,000,000"
Unichain
Spice AI
Illuvium,"$215,534,291","$341,214,986","$36,359,612","6,063,863","9,599,776",∞
Mina,"$659,167,457","$668,642,663","$76,381,781","1,179,800,876","1,196,759,930",∞
QuickSwap,"$29,445,573","$39,708,596","$9,114","741,542","1,000,000","1,000,000"
1inch Network,"$347,088,100","$407,254,292","$57,243,992","1,278,395,732","1,500,000,000","1,500,000,000"
Optimism,"$2,009,622,448","$6,877,113,877","$501,279,295","1,255,070,491","4,294,967,296","4,294,967,296"
Polkadot,"$6,429,404,401","$6,791,919,683","$280,697,991","1,435,676,610","1,516,625,744",∞
StellaSwap,"$2,807,185","$2,807,185","$23,990","50,658,276","50,658,276","500,000,000"
NEAR Protocol,"$5,548,210,462","$5,555,064,442","$431,363,377","1,217,906,155","1,219,410,695",∞
Paragraph
0xPPL
Ethereum,"$370,836,398,671","$370,836,398,671","$27,823,772,951","120,421,344","120,421,344",∞
Bitlayer
Polygon,"$2,915,228,434","$3,895,866,422","$186,516,517","7,702,379,083","10,293,340,888",∞
SuiPad
Evmos
Moonbeam,"$161,743,742","$202,164,652","$35,298,013","916,102,113","1,145,042,543",∞
The Graph,"$1,593,892,926","$1,800,792,484","$97,722,492","9,548,531,509","10,788,004,319","10,788,004,319"
Arbitrum,"$2,380,226,123","$5,987,374,096","$490,003,156","3,975,409,060","10,000,000,000","10,000,000,000"
Polkadex,"$742,330","$742,330","$113,774","7,460,000","7,460,000","20,000,000"
